,MedHouseVal
2125,2.029
2126,1.375
2127,0.61
2128,1.612
2129,2.722
2130,0.996
2131,0.888
2132,2.54
2133,2.154
2134,1.784
2135,2.866
2136,2.734
2137,1.232
2138,1.673
2139,0.683
2140,0.938
2141,1.817
2142,0.657
2143,0.875
2144,1.597
2145,2.177
2146,5.00001
2147,5.00001
2148,1.989
2149,4.358
2150,2.452
2151,2.631
2152,2.192
2153,2.331
2154,1.271
2155,5.00001
2156,0.825
2157,0.898
2158,1.036
2159,3.591
2160,2.132
2161,1.403
2162,1.5
2163,2.021
2164,1.625
2165,4.259
2166,2.099
2167,3.063
2168,1.748
2169,2.539
2170,5.00001
2171,4.833
2172,0.583
2173,1.398
2174,2.75
2175,3.927
2176,1.416
2177,1.589
2178,1.332
2179,1.618
2180,1.548
2181,5.00001
2182,5.00001
2183,4.33
2184,0.978
2185,1.368
2186,1.604
2187,1.75
2188,2.67
2189,0.76
2190,4.829
2191,1.948
2192,0.7
2193,1.807
2194,1.042
2195,0.992
2196,5.00001
2197,3.477
2198,2.143
2199,1.15
2200,1.344
2201,0.971
2202,1.775
2203,0.988
2204,3.006
2205,2.597
2206,0.949
2207,3.517
2208,2.413
2209,3.37
2210,1.154
2211,1.722
2212,2.22
2213,0.9
2214,2.354
2215,1.795
2216,2.835
2217,4.511
2218,0.961
2219,0.72
2220,1.891
2221,0.75
2222,1.063
2223,2.333
2224,2.714
2225,3.167
2226,0.476
2227,1.635
2228,1.736
2229,2.183
2230,1.333
2231,1.76
2232,1.581
2233,3.483
2234,1.625
2235,2.419
2236,5.0
2237,2.069
2238,1.935
2239,1.024
2240,0.57
2241,1.438
2242,1.364
2243,1.625
2244,0.912
2245,1.235
2246,1.564
2247,2.097
2248,1.594
2249,0.508
2250,1.846
2251,4.098
2252,1.538
2253,1.434
2254,4.208
2255,1.709
2256,1.353
2257,1.1
2258,1.672
2259,0.602
2260,1.375
2261,0.908
2262,2.128
2263,2.588
2264,1.327
2265,1.938
2266,0.96
2267,0.994
2268,2.042
2269,1.375
2270,2.066
2271,1.67
2272,0.813
2273,4.627
2274,3.229
2275,2.779
2276,1.244
2277,2.221
2278,0.691
2279,0.701
2280,1.75
2281,0.613
2282,1.946
2283,1.042
2284,3.901
2285,2.773
2286,0.811
2287,2.092
2288,3.033
2289,3.52
2290,3.191
2291,1.419
2292,2.726
2293,1.594
2294,5.00001
2295,1.29
2296,1.655
2297,1.0
2298,1.869
2299,1.25
2300,2.757
2301,2.25
2302,3.868
2303,1.142
2304,3.5
2305,2.762
2306,1.188
2307,1.644
2308,2.131
2309,2.25
2310,5.00001
2311,1.722
2312,2.632
2313,0.619
2314,0.425
2315,0.698
2316,1.142
2317,1.613
2318,0.925
2319,5.00001
2320,1.061
2321,1.175
2322,3.842
2323,0.4
2324,1.435
2325,2.596
2326,2.174
2327,1.62
2328,2.368
2329,1.353
2330,2.211
2331,1.528
2332,0.996
2333,0.985
2334,2.346
2335,1.325
2336,5.00001
2337,3.087
2338,3.631
2339,2.481
2340,1.122
2341,1.75
2342,1.875
2343,4.722
2344,2.409
2345,4.399
2346,1.517
2347,3.34
2348,2.582
2349,0.696
2350,1.493
2351,2.795
2352,1.987
2353,0.889
2354,0.758
2355,2.226
2356,1.585
2357,4.5
2358,3.004
2359,2.415
2360,1.214
2361,0.926
2362,2.208
2363,2.282
2364,4.515
2365,2.308
2366,2.391
2367,1.875
2368,2.822
2369,2.194
2370,2.647
2371,2.339
2372,3.72
2373,3.092
2374,0.596
2375,2.556
2376,0.778
2377,4.182
2378,1.091
2379,3.303
2380,1.707
2381,1.918
2382,1.592
2383,1.745
2384,2.487
2385,1.942
2386,5.00001
2387,0.987
2388,1.504
2389,1.443
2390,0.721
2391,1.663
2392,2.757
2393,2.453
2394,0.414
2395,1.786
2396,1.599
2397,2.25
2398,2.0
2399,0.801
2400,3.427
2401,1.556
2402,2.225
2403,2.51
2404,5.00001
2405,1.332
2406,3.149
2407,1.27
2408,3.512
2409,1.0
2410,2.042
2411,1.313
2412,1.658
2413,1.176
2414,1.012
2415,2.128
2416,1.098
2417,0.875
2418,2.035
2419,1.182
2420,0.847
2421,2.188
2422,3.596
2423,3.355
2424,2.5
2425,1.556
2426,1.919
2427,1.458
2428,0.645
2429,1.031
2430,0.664
2431,1.116
2432,0.66
2433,2.717
2434,1.981
2435,1.875
2436,1.785
2437,1.416
2438,1.722
2439,1.838
2440,2.361
2441,0.943
2442,5.00001
2443,1.313
2444,2.657
2445,0.673
2446,2.875
2447,1.938
2448,0.809
2449,0.792
2450,1.611
2451,1.898
2452,0.93
2453,5.00001
2454,2.674
2455,1.107
2456,1.944
2457,1.435
2458,2.878
2459,2.365
2460,5.00001
2461,0.995
2462,2.413
2463,2.73
2464,1.695
2465,5.00001
2466,0.58
2467,1.614
2468,2.555
2469,1.647
2470,1.308
2471,1.052
2472,1.815
2473,0.836
2474,5.00001
2475,0.692
2476,1.885
2477,2.219
2478,2.557
2479,4.0
2480,2.365
2481,1.668
2482,1.356
2483,1.381
2484,2.662
2485,2.216
2486,1.856
2487,0.686
2488,0.852
2489,2.042
2490,3.177
2491,0.475
2492,5.00001
2493,0.936
2494,2.279
2495,0.872
2496,1.003
2497,2.308
2498,0.723
2499,2.782
2500,0.635
2501,2.325
2502,4.0
2503,0.605
2504,1.707
2505,1.951
2506,1.406
2507,1.742
2508,2.455
2509,1.899
2510,2.076
2511,3.403
2512,2.709
2513,0.865
2514,0.633
2515,1.049
2516,1.896
2517,1.056
2518,1.168
2519,0.822
2520,1.691
2521,1.297
2522,0.913
2523,3.75
2524,1.88
2525,5.00001
2526,5.00001
2527,1.226
2528,3.759
2529,1.441
2530,3.326
2531,1.62
2532,1.663
2533,0.955
2534,1.846
2535,2.469
2536,3.354
2537,2.387
2538,2.25
2539,3.07
2540,2.395
2541,3.686
2542,2.809
2543,2.25
2544,2.883
2545,0.957
2546,1.875
2547,1.208
2548,2.18
2549,2.675
2550,5.00001
2551,3.248
2552,2.312
2553,1.659
2554,2.523
2555,3.247
2556,5.00001
2557,1.6
2558,4.019
2559,4.837
2560,3.677
2561,1.254
2562,2.431
2563,0.673
2564,3.344
2565,1.089
2566,0.816
2567,2.339
2568,2.013
2569,1.981
2570,5.00001
2571,1.058
2572,4.347
2573,1.856
2574,2.078
2575,3.5
2576,2.636
2577,2.275
2578,2.783
2579,1.628
2580,1.065
2581,1.514
2582,1.393
2583,1.894
2584,2.013
2585,0.875
2586,1.607
2587,1.094
2588,2.349
2589,0.822
2590,1.575
2591,4.513
2592,1.625
2593,1.734
2594,2.693
2595,2.56
2596,1.65
2597,1.878
2598,2.781
2599,1.833
2600,3.753
2601,0.632
2602,0.732
2603,5.00001
2604,1.288
2605,5.00001
2606,0.559
2607,2.412
2608,0.493
2609,1.271
2610,0.75
2611,1.662
2612,1.379
2613,2.625
2614,5.00001
2615,0.55
2616,1.625
2617,3.772
2618,5.0
2619,1.077
2620,1.489
2621,1.707
2622,0.694
2623,0.624
2624,0.992
2625,0.988
2626,3.07
2627,3.985
2628,1.137
2629,0.859
2630,0.637
2631,1.265
2632,2.481
2633,1.828
2634,5.00001
2635,1.229
2636,2.137
2637,1.977
2638,2.5
2639,2.019
2640,4.308
2641,1.405
2642,3.951
2643,0.75
2644,1.08
2645,0.847
2646,5.00001
2647,3.087
2648,2.523
2649,5.00001
2650,1.953
2651,1.646
2652,1.618
2653,1.028
2654,3.804
2655,4.126
2656,2.369
2657,1.853
2658,1.281
2659,5.00001
2660,1.592
2661,1.005
2662,1.914
2663,2.274
2664,0.577
2665,2.209
2666,3.238
2667,1.954
2668,1.216
2669,0.991
2670,1.952
2671,1.629
2672,2.357
2673,5.00001
2674,0.664
2675,0.466
2676,1.859
2677,1.945
2678,2.667
2679,2.796
2680,1.375
2681,1.469
2682,0.816
2683,2.18
2684,2.455
2685,2.209
2686,0.91
2687,3.468
2688,1.475
2689,2.716
2690,1.369
2691,5.00001
2692,2.039
2693,1.666
2694,2.048
2695,2.031
2696,1.153
2697,1.27
2698,1.5
2699,0.404
2700,0.987
2701,3.156
2702,0.914
2703,1.5
2704,1.5
2705,0.785
2706,1.322
2707,1.575
2708,2.915
2709,0.697
2710,0.516
2711,2.953
2712,2.92
2713,0.572
2714,1.518
2715,1.078
2716,2.23
2717,5.00001
2718,0.882
2719,5.00001
2720,2.02
2721,0.675
2722,1.413
2723,0.752
2724,3.273
2725,2.906
2726,1.724
2727,1.114
2728,1.733
2729,0.622
2730,0.675
2731,3.566
2732,1.64
2733,1.375
2734,2.091
2735,3.796
2736,0.695
2737,5.00001
2738,1.595
2739,1.105
2740,1.412
2741,1.402
2742,3.404
2743,1.397
2744,5.00001
2745,2.715
2746,0.679
2747,1.163
2748,1.26
2749,1.913
2750,0.826
2751,0.813
2752,1.493
2753,0.538
2754,2.3
2755,1.625
2756,0.903
2757,2.545
2758,1.341
2759,0.882
2760,1.868
2761,2.414
2762,2.193
2763,2.53
2764,4.764
2765,2.711
2766,2.548
2767,5.00001
2768,2.054
2769,0.875
2770,1.591
2771,1.632
2772,1.204
2773,1.738
2774,1.576
2775,1.369
2776,2.351
2777,3.434
2778,1.946
2779,2.123
2780,1.519
2781,1.566
2782,3.216
2783,1.445
2784,1.777
2785,1.734
2786,1.171
2787,1.759
2788,0.935
2789,3.228
2790,1.37
2791,1.25
2792,3.81
2793,0.686
2794,2.424
2795,1.641
2796,1.018
2797,1.839
2798,2.984
2799,2.123
2800,2.792
2801,2.743
2802,2.576
2803,1.036
2804,2.0
2805,1.577
2806,2.411
2807,1.241
2808,2.19
2809,2.203
2810,2.202
2811,4.578
2812,3.417
2813,1.627
2814,0.65
2815,1.96
2816,2.664
2817,2.833
2818,0.972
2819,2.379
2820,3.509
2821,1.279
2822,1.566
2823,1.663
2824,1.376
2825,4.123
2826,1.101
2827,1.43
2828,0.889
2829,2.281
2830,1.039
2831,1.556
2832,2.537
2833,4.167
2834,3.06
2835,0.944
2836,5.00001
2837,5.00001
2838,1.41
2839,0.843
2840,0.942
2841,2.181
2842,2.571
2843,0.936
2844,1.506
2845,2.875
2846,2.268
2847,2.799
2848,2.3
2849,5.00001
2850,1.885
2851,1.52
2852,1.328
2853,5.00001
2854,0.652
2855,0.924
2856,2.457
2857,0.631
2858,1.44
2859,1.055
2860,3.398
2861,1.0
2862,5.00001
2863,5.00001
2864,3.711
2865,3.4
2866,1.904
2867,2.552
2868,1.029
2869,0.659
2870,1.742
2871,3.115
2872,0.993
2873,3.619
2874,5.00001
2875,2.201
2876,2.25
2877,4.125
2878,2.11
2879,2.487
2880,2.017
2881,1.689
2882,2.742
2883,1.424
2884,0.641
2885,1.271
2886,2.272
2887,1.75
2888,2.75
2889,1.85
2890,2.688
2891,1.957
2892,0.636
2893,0.846
2894,2.179
2895,1.969
2896,1.949
2897,1.392
2898,0.726
2899,2.05
2900,1.223
2901,2.458
2902,3.619
2903,1.372
2904,1.262
2905,1.758
2906,3.294
2907,2.83
2908,1.423
2909,2.579
2910,0.71
2911,3.908
2912,1.708
2913,0.773
2914,1.43
2915,1.455
2916,3.924
2917,1.965
2918,1.703
2919,2.17
2920,0.938
2921,0.783
2922,1.635
2923,1.288
2924,0.705
2925,0.679
2926,4.261
2927,2.655
2928,0.635
2929,2.613
2930,1.875
2931,1.269
2932,3.298
2933,1.851
2934,1.292
2935,0.769
2936,0.663
2937,0.604
2938,5.00001
2939,2.188
2940,2.528
2941,1.521
2942,1.519
2943,0.952
2944,1.43
2945,1.163
2946,2.156
2947,1.864
2948,1.279
2949,1.184
2950,1.884
2951,1.462
2952,2.25
2953,1.031
2954,1.875
2955,2.0
2956,0.738
2957,2.125
2958,2.776
2959,1.5
2960,1.632
2961,1.214
2962,2.368
2963,2.237
2964,2.882
2965,5.00001
2966,0.923
2967,3.527
2968,1.551
2969,2.955
2970,5.00001
2971,1.212
2972,0.571
2973,2.086
2974,0.895
2975,1.24
2976,5.00001
2977,0.697
2978,0.768
2979,1.482
2980,1.876
2981,1.92
2982,4.333
2983,1.444
2984,3.097
2985,1.461
2986,4.047
2987,3.892
2988,2.059
2989,2.985
2990,1.398
2991,0.854
2992,2.915
2993,1.225
2994,1.853
2995,1.034
2996,4.178
2997,1.917
2998,2.063
2999,0.77
3000,4.163
3001,3.71
3002,2.504
3003,2.659
3004,2.372
3005,2.07
3006,3.152
3007,2.559
3008,1.528
3009,1.532
3010,1.413
3011,1.683
3012,1.907
3013,1.193
3014,5.00001
3015,1.951
3016,1.621
3017,1.13
3018,1.708
3019,2.962
3020,0.906
3021,1.042
3022,0.83
3023,2.646
3024,1.546
3025,1.708
3026,3.749
3027,1.438
3028,0.961
3029,1.5
3030,1.678
3031,0.425
3032,2.142
3033,1.792
3034,1.243
3035,1.25
3036,2.763
3037,0.718
3038,3.0
3039,4.0
3040,1.871
3041,2.142
3042,1.342
3043,2.0
3044,1.707
3045,1.735
3046,3.025
3047,1.809
3048,5.0
3049,2.469
3050,5.0
3051,1.677
3052,0.825
3053,4.461
3054,4.554
3055,3.359
3056,1.957
3057,3.638
3058,2.154
3059,2.863
3060,4.276
3061,5.00001
3062,2.432
3063,0.915
3064,4.125
3065,2.44
3066,1.246
3067,4.033
3068,5.00001
3069,1.977
3070,0.933
3071,1.779
3072,1.018
3073,0.591
3074,5.00001
3075,2.286
3076,1.254
3077,3.762
3078,0.889
3079,1.09
3080,0.7
3081,3.461
3082,5.00001
3083,2.25
3084,2.456
3085,1.917
3086,3.439
3087,2.291
3088,1.625
3089,2.742
3090,1.875
3091,5.00001
3092,2.336
3093,5.00001
3094,0.35
3095,0.59
3096,1.44
3097,3.975
3098,1.241
3099,1.646
3100,2.44
3101,1.887
3102,2.052
3103,2.327
3104,2.296
3105,0.782
3106,1.75
3107,3.398
3108,2.413
3109,2.574
3110,3.745
3111,1.507
3112,4.908
3113,1.185
3114,0.675
3115,0.844
3116,2.292
3117,1.468
3118,1.146
3119,5.00001
3120,1.597
3121,2.698
3122,1.106
3123,1.186
3124,0.828
3125,0.77
3126,3.5
3127,5.00001
3128,0.715
3129,0.946
3130,3.349
3131,2.832
3132,2.496
3133,1.875
3134,1.023
3135,1.652
3136,0.962
3137,3.155
3138,1.768
3139,1.279
3140,1.278
3141,2.5
3142,1.865
3143,1.781
3144,0.705
3145,4.17
3146,2.302
3147,2.175
3148,3.431
3149,2.514
3150,1.361
3151,0.639
3152,0.945
3153,0.779
3154,0.69
3155,4.727
3156,0.467
3157,1.554
3158,0.579
3159,2.028
3160,0.948
3161,2.407
3162,1.695
3163,1.971
3164,2.467
3165,0.773
3166,4.384
3167,2.028
3168,0.756
3169,2.383
3170,1.657
3171,1.438
3172,1.774
3173,4.118
3174,1.681
3175,1.631
3176,0.872
3177,1.931
3178,1.312
3179,1.104
3180,0.574
3181,2.287
3182,2.391
3183,0.875
3184,1.93
3185,1.875
3186,2.346
3187,1.208
3188,1.863
3189,1.335
3190,1.054
3191,2.5
3192,1.239
3193,1.063
3194,1.318
3195,1.651
3196,0.713
3197,0.528
3198,1.5
3199,3.405
3200,1.192
3201,0.975
3202,1.031
3203,0.754
3204,1.581
3205,1.648
3206,2.678
3207,0.726
3208,1.661
3209,1.969
3210,1.813
3211,0.725
3212,2.356
3213,1.264
3214,2.0
3215,2.43
3216,3.23
3217,3.476
3218,2.453
3219,1.226
3220,0.958
3221,3.458
3222,1.668
3223,2.841
3224,1.912
3225,2.796
3226,3.339
3227,5.00001
3228,0.895
3229,4.313
3230,1.252
3231,1.265
3232,2.281
3233,2.968
3234,1.932
3235,1.872
3236,0.934
3237,1.756
3238,1.969
3239,1.687
3240,4.161
3241,1.772
3242,0.444
3243,3.482
3244,2.318
3245,3.536
3246,1.281
3247,0.675
3248,0.676
3249,1.524
3250,2.242
3251,2.753
3252,1.634
3253,2.842
3254,0.908
3255,0.828
3256,0.504
3257,2.005
3258,2.233
3259,2.118
3260,2.827
3261,0.75
3262,2.174
3263,1.54
3264,0.654
3265,2.25
3266,2.976
3267,3.463
3268,0.763
3269,1.158
3270,0.706
3271,2.458
3272,2.573
3273,1.946
3274,1.171
3275,2.258
3276,2.385
3277,1.606
3278,2.125
3279,5.00001
3280,1.938
3281,1.819
3282,4.433
3283,1.819
3284,5.00001
3285,2.244
3286,1.542
3287,2.963
3288,2.185
3289,4.583
3290,1.875
3291,1.058
3292,2.774
3293,0.325
3294,3.24
3295,1.424
3296,1.446
3297,2.102
3298,1.097
3299,2.199
3300,3.401
3301,2.632
3302,2.32
3303,0.658
3304,1.561
3305,1.732
3306,0.975
3307,2.185
3308,1.646
3309,3.513
3310,4.974
3311,1.425
3312,1.466
3313,0.559
3314,0.762
3315,1.504
3316,2.747
3317,1.478
3318,0.558
3319,1.695
3320,2.62
3321,5.00001
3322,5.00001
3323,1.922
3324,0.858
3325,1.696
3326,0.998
3327,1.148
3328,3.511
3329,0.628
3330,1.869
3331,5.00001
3332,2.448
3333,0.541
3334,2.653
3335,0.952
3336,2.266
3337,0.689
3338,1.195
3339,5.00001
3340,1.464
3341,1.875
3342,3.372
3343,4.09
3344,1.823
3345,1.113
3346,2.344
3347,3.257
3348,0.75
3349,1.397
3350,2.145
3351,0.958
3352,2.397
3353,1.167
3354,1.515
3355,1.288
3356,1.489
3357,3.313
3358,1.577
3359,2.712
3360,2.23
3361,1.755
3362,2.819
3363,1.406
3364,1.509
3365,1.231
3366,2.688
3367,3.39
3368,0.621
3369,1.485
3370,2.199
3371,1.377
3372,2.405
3373,2.24
3374,1.25
3375,2.215
3376,1.581
3377,4.0
3378,2.643
3379,5.00001
3380,2.85
3381,2.347
3382,1.658
3383,0.766
3384,1.137
3385,2.949
3386,0.763
3387,0.544
3388,1.228
3389,5.00001
3390,5.00001
3391,2.045
3392,3.35
3393,1.724
3394,5.00001
3395,1.019
3396,1.102
3397,1.728
3398,1.539
3399,0.985
3400,2.063
3401,1.891
3402,2.287
3403,1.812
3404,2.614
3405,5.00001
3406,1.457
3407,0.682
3408,4.688
3409,0.859
3410,1.856
3411,1.234
3412,2.168
3413,0.728
3414,5.00001
3415,2.215
3416,1.01
3417,2.333
3418,1.385
3419,0.559
3420,5.00001
3421,0.897
3422,2.201
3423,2.232
3424,2.207
3425,1.464
3426,2.056
3427,2.406
3428,5.00001
3429,0.906
3430,1.721
3431,1.328
3432,2.797
3433,0.679
3434,0.647
3435,1.708
3436,1.885
3437,0.708
3438,1.728
3439,1.486
3440,1.07
3441,2.808
3442,3.668
3443,4.302
3444,3.75
3445,3.404
3446,1.625
3447,1.042
3448,1.888
3449,2.2
3450,1.268
3451,2.419
3452,1.901
3453,2.269
3454,1.481
3455,3.307
3456,1.898
3457,5.00001
3458,5.00001
3459,2.441
3460,5.00001
3461,2.034
3462,1.06
3463,2.044
3464,3.487
3465,1.744
3466,2.724
3467,0.708
3468,1.26
3469,2.286
3470,2.151
3471,1.425
3472,1.945
3473,2.006
3474,0.896
3475,4.059
3476,1.25
3477,0.616
3478,1.367
3479,1.758
3480,1.077
3481,1.975
3482,0.862
3483,1.607
3484,0.647
3485,1.953
3486,1.207
3487,4.833
3488,3.544
3489,2.278
3490,1.573
3491,1.941
3492,1.43
3493,1.635
3494,1.095
3495,2.183
3496,1.7
3497,1.128
3498,1.902
3499,3.142
3500,1.268
3501,1.034
3502,1.185
3503,3.092
3504,5.00001
3505,1.94
3506,0.439
3507,1.621
3508,3.5
3509,1.232
3510,3.288
3511,1.444
3512,2.673
3513,0.745
3514,1.625
3515,3.462
3516,5.00001
3517,4.5
3518,1.792
3519,2.797
3520,1.007
3521,1.115
3522,1.731
3523,5.00001
3524,2.139
3525,1.362
3526,1.805
3527,5.00001
3528,2.269
3529,2.442
3530,1.39
3531,2.487
3532,0.632
3533,3.982
3534,1.207
3535,5.00001
3536,0.589
3537,2.429
3538,5.00001
3539,0.612
3540,1.483
3541,1.238
3542,3.338
3543,5.00001
3544,1.495
3545,2.361
3546,0.588
3547,2.212
3548,1.615
3549,0.73
3550,0.771
3551,2.423
3552,2.134
3553,1.92
3554,1.194
3555,3.689
3556,1.355
3557,0.724
3558,1.48
3559,1.653
3560,3.143
3561,2.47
3562,1.426
3563,4.548
3564,2.848
3565,2.504
3566,1.099
3567,4.205
3568,2.134
3569,2.21
3570,1.862
3571,2.683
3572,2.045
3573,2.256
3574,1.347
3575,1.38
3576,3.58
3577,3.508
3578,0.623
3579,3.727
3580,1.136
3581,1.125
3582,0.834
3583,1.28
3584,3.186
3585,2.088
3586,2.584
3587,5.00001
3588,1.892
3589,2.625
3590,2.285
3591,1.121
3592,2.917
3593,2.024
3594,1.373
3595,2.908
3596,2.25
3597,1.352
3598,2.42
3599,2.346
3600,5.00001
3601,0.729
3602,1.03
3603,3.3
3604,1.823
3605,2.806
3606,4.093
3607,1.379
3608,2.362
3609,2.167
3610,3.912
3611,0.675
3612,2.271
3613,1.008
3614,1.625
3615,4.385
3616,0.933
3617,2.04
3618,1.397
3619,1.75
3620,2.51
3621,0.516
3622,4.574
3623,1.95
3624,2.24
3625,1.906
3626,1.773
3627,2.205
3628,1.266
3629,0.745
3630,1.625
3631,1.0
3632,1.992
3633,1.19
3634,1.344
3635,0.655
3636,1.5
3637,2.201
3638,1.241
3639,2.651
3640,2.338
3641,2.953
3642,1.625
3643,1.115
3644,2.5
3645,1.232
3646,0.989
3647,1.585
3648,1.801
3649,2.798
3650,1.497
3651,5.00001
3652,3.418
3653,3.552
3654,1.978
3655,2.173
3656,2.208
3657,0.981
3658,2.344
3659,1.808
3660,0.686
3661,2.289
3662,2.66
3663,2.796
3664,2.247
3665,4.565
3666,2.573
3667,3.458
3668,2.206
3669,1.725
3670,0.925
3671,2.813
3672,1.941
3673,1.087
3674,1.538
3675,0.875
3676,2.345
3677,1.964
3678,2.839
3679,5.00001
3680,0.803
3681,1.272
3682,0.694
3683,1.546
3684,2.905
3685,1.614
3686,0.72
3687,0.559
3688,5.00001
3689,1.944
3690,1.636
3691,1.012
3692,3.671
3693,1.779
3694,1.291
3695,0.8
3696,1.952
3697,0.866
3698,5.00001
3699,1.707
3700,1.416
3701,0.734
3702,1.585
3703,2.67
3704,1.578
3705,4.333
3706,1.733
3707,1.752
3708,1.25
3709,2.088
3710,0.99
3711,2.02
3712,1.873
3713,0.916
3714,1.617
3715,1.824
3716,2.096
3717,0.475
3718,1.864
3719,4.5
3720,2.438
3721,2.705
3722,2.558
3723,3.409
3724,3.373
3725,0.906
3726,4.583
3727,1.732
3728,4.429
3729,2.125
3730,1.398
3731,2.169
3732,1.708
3733,1.171
3734,1.702
3735,0.438
3736,3.382
3737,1.488
3738,5.00001
3739,0.74
3740,3.197
3741,2.66
3742,0.987
3743,2.826
3744,5.00001
3745,0.776
3746,1.875
3747,1.372
3748,1.974
3749,2.48
3750,0.948
3751,1.053
3752,1.519
3753,2.938
3754,2.143
3755,2.101
3756,1.274
3757,2.164
3758,1.356
3759,0.85
3760,4.029
3761,0.875
3762,4.322
3763,0.695
3764,0.739
3765,0.425
3766,0.924
3767,1.696
3768,4.286
3769,0.833
3770,3.616
3771,1.528
3772,1.086
3773,1.643
3774,3.325
3775,0.925
3776,1.006
3777,3.183
3778,5.00001
3779,1.7
3780,2.821
3781,1.651
3782,1.594
3783,1.92
3784,1.718
3785,2.065
3786,2.109
3787,2.417
3788,2.579
3789,3.615
3790,1.012
3791,2.615
3792,3.846
3793,1.704
3794,2.068
3795,2.83
3796,2.519
3797,4.102
3798,3.064
3799,1.314
3800,5.00001
3801,5.00001
3802,1.208
3803,2.182
3804,3.099
3805,1.423
3806,0.72
3807,5.00001
3808,2.173
3809,0.574
3810,0.55
3811,1.583
3812,4.24
3813,1.393
3814,2.904
3815,0.914
3816,0.724
3817,0.706
3818,1.625
3819,0.444
3820,2.875
3821,4.359
3822,1.597
3823,0.883
3824,3.54
3825,4.364
3826,0.869
3827,2.335
3828,1.302
3829,1.438
3830,0.886
3831,1.385
3832,2.172
3833,3.861
3834,2.6
3835,2.717
3836,1.254
3837,0.86
3838,2.273
3839,1.631
3840,2.041
3841,1.846
3842,1.237
3843,1.529
3844,2.019
3845,1.568
3846,1.523
3847,1.678
3848,0.729
3849,0.714
3850,2.515
3851,1.035
3852,3.167
3853,2.674
3854,1.956
3855,2.744
3856,1.374
3857,1.625
3858,3.979
3859,0.757
3860,0.844
